Periodo,Trimestre,Entidad_Federativa,Sexo,Poblacion_ocupada_en_la_industria_manufacturera,Poblaci n_ocupada,Tasa_de_ocupaci n_en_la_industria_manufacturera
2006,2,Aguascalientes,Hombres,57262,256947,22.28552970000000000000
2006,2,Aguascalientes,Mujeres,26985,152984,17.639099510000000000000
2006,2,Baja California,Hombres,157768,769149,20.512020430000000000000
2006,2,Baja California,Mujeres,117516,478808,24.543449570000000000000
2006,2,Baja California Sur,Hombres,9537,161863,5.8920197950000000000000
2006,2,Baja California Sur,Mujeres,3483,81036,4.2980897380000000000000
2006,2,Campeche,Hombres,17416,216483,8.0449735080000000000000
2006,2,Campeche,Mujeres,16538,115759,14.286578150000000000000
2006,2,Coahuila,Hombres,181789,663285,27.40737390000000000000
2006,2,Coahuila,Mujeres,65202,366230,17.803566070000000000000
2006,2,Colima,Hombres,16209,165738,9.7798935670000000000000
2006,2,Colima,Mujeres,9758,107637,9.0656558620000000000000
2006,2,Chiapas,Hombres,63145,1155632,5.4641096820000000000000
2006,2,Chiapas,Mujeres,56346,451017,12.493098930000000000000
2006,2,Chihuahua,Hombres,200707,890145,22.547674820000000000000
2006,2,Chihuahua,Mujeres,127209,482622,26.3578950000000000000
2006,2,Ciudad de M xico,Hombres,331523,2305012,14.38270170000000000000
2006,2,Ciudad de M xico,Mujeres,196893,1678373,11.731182520000000000000
2006,2,Durango,Hombres,66240,381913,17.344264270000000000000
2006,2,Durango,Mujeres,23853,184841,12.90460450000000000000
2006,2,Guanajuato,Hombres,310031,1238261,25.037613230000000000000
2006,2,Guanajuato,Mujeres,164434,764628,21.50509790000000000000
2006,2,Guerrero,Hombres,53705,740538,7.2521599160000000000000
2006,2,Guerrero,Mujeres,75797,486866,15.56834940000000000000
2006,2,Hidalgo,Hombres,92224,624843,14.75954760000000000000
2006,2,Hidalgo,Mujeres,70156,367784,19.075326820000000000000
2006,2,Jalisco,Hombres,359655,1793023,20.058582630000000000000
2006,2,Jalisco,Mujeres,236572,1098836,21.52932740000000000000
2006,2,M xico,Hombres,691838,3637616,19.018994860000000000000
2006,2,M xico,Mujeres,374941,2060317,18.198219010000000000000
2006,2,Michoac n,Hombres,137321,1002687,13.695300730000000000000
2006,2,Michoac n,Mujeres,86981,668102,13.019119830000000000000
2006,2,Morelos,Hombres,50541,428228,11.802357620000000000000
2006,2,Morelos,Mujeres,35037,270265,12.96394280000000000000
2006,2,Nayarit,Hombres,22170,263513,8.4132471640000000000000
2006,2,Nayarit,Mujeres,16516,161898,10.201484890000000000000
2006,2,Nuevo Le n,Hombres,317582,1230318,25.813001190000000000000
2006,2,Nuevo Le n,Mujeres,122660,678516,18.077687190000000000000
2006,2,Oaxaca,Hombres,57207,876211,6.528906850000000000000
2006,2,Oaxaca,Mujeres,114670,555839,20.630074540000000000000
2006,2,Puebla,Hombres,245594,1352263,18.161703750000000000000
2006,2,Puebla,Mujeres,178181,900094,19.795821330000000000000
2006,2,Quer taro,Hombres,88298,398383,22.164098370000000000000
2006,2,Quer taro,Mujeres,60404,264929,22.800070960000000000000
2006,2,Quintana Roo,Hombres,24410,338287,7.2157664940000000000000
2006,2,Quintana Roo,Mujeres,15322,203023,7.5469281810000000000000
2006,2,San Luis Potos ,Hombres,106465,595609,17.874981740000000000000
2006,2,San Luis Potos ,Mujeres,58335,342564,17.028934740000000000000
2006,2,Sinaloa,Hombres,70350,739276,9.5160670710000000000000
2006,2,Sinaloa,Mujeres,47490,428397,11.08551180000000000000
2006,2,Sonora,Hombres,118568,648146,18.29340920000000000000
2006,2,Sonora,Mujeres,85213,379450,22.45697720000000000000
2006,2,Tabasco,Hombres,33859,540073,6.2693376640000000000000
2006,2,Tabasco,Mujeres,17873,222155,8.0452836980000000000000
2006,2,Tamaulipas,Hombres,164244,813438,20.191336030000000000000
2006,2,Tamaulipas,Mujeres,120600,480523,25.097654010000000000000
2006,2,Tlaxcala,Hombres,61996,275191,22.528353030000000000000
2006,2,Tlaxcala,Mujeres,43812,159245,27.512323780000000000000
2006,2,Veracruz,Hombres,175281,1851685,9.4660268890000000000000
2006,2,Veracruz,Mujeres,107830,926079,11.643715060000000000000
2006,2,Yucat n,Hombres,93896,508472,18.46630690000000000000
2006,2,Yucat n,Mujeres,81107,306359,26.474495610000000000000
2006,2,Zacatecas,Hombres,26185,342442,7.6465503650000000000000
2006,2,Zacatecas,Mujeres,17626,182588,9.6534273880000000000000
2006,3,Nacional,Hombres,4457870,27334362,16.308666730000000000000
2006,3,Nacional,Mujeres,2974192,16283505,18.265060260000000000000
2006,3,Aguascalientes,Hombres,57875,259257,22.323408820000000000000
2006,3,Aguascalientes,Mujeres,31130,156570,19.882480680000000000000
2006,3,Baja California,Hombres,166716,784555,21.249753040000000000000
2006,3,Baja California,Mujeres,117364,463417,25.325786490000000000000
2006,3,Baja California Sur,Hombres,10722,161978,6.6194174520000000000000
2006,3,Baja California Sur,Mujeres,4292,80239,5.3490198030000000000000
2006,3,Campeche,Hombres,15658,211707,7.3960709850000000000000
2006,3,Campeche,Mujeres,16472,114628,14.369961960000000000000
2006,3,Coahuila,Hombres,187542,677828,27.668080990000000000000
2006,3,Coahuila,Mujeres,72903,365499,19.94615580000000000000
2006,3,Colima,Hombres,14153,166004,8.5256981760000000000000
2006,3,Colima,Mujeres,8803,106264,8.2840849210000000000000
2006,3,Chiapas,Hombres,71616,1168931,6.1266233850000000000000
2006,3,Chiapas,Mujeres,66208,455519,14.534629730000000000000
2006,3,Chihuahua,Hombres,218396,877870,24.87794320000000000000
2006,3,Chihuahua,Mujeres,130216,494454,26.335311270000000000000
